0.000000000000000000e+00,3.470500000000000000e+04,3.392700000000000000e+04,3.586900000000000000e+04,3.396900000000000000e+04,3.665900000000000000e+04,3.537600000000000000e+04,3.560400000000000000e+04,3.334700000000000000e+04,3.491100000000000000e+04,3.437700000000000000e+04,3.551900000000000000e+04,3.328900000000000000e+04,3.335700000000000000e+04,3.465700000000000000e+04,3.399900000000000000e+04,3.365700000000000000e+04,3.562100000000000000e+04,3.416500000000000000e+04
3.297800000000000000e+04,0.000000000000000000e+00,3.412000000000000000e+03,1.842000000000000000e+03,2.579000000000000000e+03,2.633000000000000000e+03,1.280000000000000000e+03,1.577000000000000000e+03,8.320000000000000000e+02,8.830000000000000000e+02,6.920000000000000000e+02,1.492000000000000000e+03,7.720000000000000000e+02,8.410000000000000000e+02,2.151000000000000000e+03,2.166000000000000000e+03,1.880000000000000000e+03,1.594000000000000000e+03,3.230000000000000000e+02
3.387200000000000000e+04,1.842000000000000000e+03,0.000000000000000000e+00,1.033000000000000000e+03,6.550000000000000000e+02,3.117000000000000000e+03,1.094000000000000000e+03,1.202000000000000000e+03,1.398000000000000000e+03,1.523000000000000000e+03,1.510000000000000000e+03,9.180000000000000000e+02,1.339000000000000000e+03,1.253000000000000000e+03,1.973000000000000000e+03,1.880000000000000000e+02,2.340000000000000000e+03,1.287000000000000000e+03,1.965000000000000000e+03
3.449300000000000000e+04,2.531000000000000000e+03,1.473000000000000000e+03,0.000000000000000000e+00,1.522000000000000000e+03,2.445000000000000000e+03,1.099000000000000000e+03,5.300000000000000000e+02,2.334000000000000000e+03,8.510000000000000000e+02,2.553000000000000000e+03,9.030000000000000000e+02,2.274000000000000000e+03,2.343000000000000000e+03,2.496000000000000000e+03,1.109000000000000000e+03,3.382000000000000000e+03,4.920000000000000000e+02,2.133000000000000000e+03
3.304300000000000000e+04,1.801000000000000000e+03,9.580000000000000000e+02,1.470000000000000000e+03,0.000000000000000000e+00,3.554000000000000000e+03,1.532000000000000000e+03,1.639000000000000000e+03,1.357000000000000000e+03,1.961000000000000000e+03,1.469000000000000000e+03,1.356000000000000000e+03,1.297000000000000000e+03,1.212000000000000000e+03,1.931000000000000000e+03,6.190000000000000000e+02,2.298000000000000000e+03,1.725000000000000000e+03,1.924000000000000000e+03
3.334400000000000000e+04,1.736000000000000000e+03,3.778000000000000000e+03,2.113000000000000000e+03,3.821000000000000000e+03,0.000000000000000000e+00,9.660000000000000000e+02,1.848000000000000000e+03,1.184000000000000000e+03,1.154000000000000000e+03,1.404000000000000000e+03,1.763000000000000000e+03,1.126000000000000000e+03,1.194000000000000000e+03,2.455000000000000000e+03,2.569000000000000000e+03,2.234000000000000000e+03,1.865000000000000000e+03,9.600000000000000000e+02
3.259300000000000000e+04,1.350000000000000000e+03,1.946000000000000000e+03,2.459000000000000000e+03,1.995000000000000000e+03,3.867000000000000000e+03,0.000000000000000000e+00,2.876000000000000000e+03,9.050000000000000000e+02,2.182000000000000000e+03,1.018000000000000000e+03,2.344000000000000000e+03,8.470000000000000000e+02,7.610000000000000000e+02,1.494000000000000000e+03,1.608000000000000000e+03,1.848000000000000000e+03,2.895000000000000000e+03,1.473000000000000000e+03
3.395900000000000000e+04,1.998000000000000000e+03,1.569000000000000000e+03,9.450000000000000000e+02,1.618000000000000000e+03,1.912000000000000000e+03,1.037000000000000000e+03,0.000000000000000000e+00,1.799000000000000000e+03,3.180000000000000000e+02,2.019000000000000000e+03,5.310000000000000000e+02,1.741000000000000000e+03,1.809000000000000000e+03,2.526000000000000000e+03,1.205000000000000000e+03,2.849000000000000000e+03,6.970000000000000000e+02,1.599000000000000000e+03
3.231000000000000000e+04,1.188000000000000000e+03,1.772000000000000000e+03,2.980000000000000000e+03,1.821000000000000000e+03,3.705000000000000000e+03,1.272000000000000000e+03,2.713000000000000000e+03,0.000000000000000000e+00,2.020000000000000000e+03,8.560000000000000000e+02,2.628000000000000000e+03,6.850000000000000000e+02,5.980000000000000000e+02,1.319000000000000000e+03,1.433000000000000000e+03,1.685000000000000000e+03,2.733000000000000000e+03,1.310000000000000000e+03
3.363000000000000000e+04,1.669000000000000000e+03,2.579000000000000000e+03,1.891000000000000000e+03,2.628000000000000000e+03,2.023000000000000000e+03,1.252000000000000000e+03,1.626000000000000000e+03,1.470000000000000000e+03,0.000000000000000000e+00,1.690000000000000000e+03,1.541000000000000000e+03,1.412000000000000000e+03,1.480000000000000000e+03,2.741000000000000000e+03,2.215000000000000000e+03,2.520000000000000000e+03,1.643000000000000000e+03,1.270000000000000000e+03
